# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.28952601552009582520 -0.00426278216764330864 1.00046634674072265625 -1.20134460926055908203 -0.12725399434566497803 0.29230862855911254883 -1.20049941539764404297 -0.12786726653575897217 0.00019274308579042554
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 5.80000019073486328125 116.00000000000000000000 0.27294033765792846680 -0.02717691659927368164 1.00046384334564208984 -1.16349542140960693359 -0.10311955958604812622 0.29272866249084472656 -1.20214259624481201172 -0.12796454131603240967 -0.00682969111949205399
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=5.82499980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 5.82499980926513671875 116.00000000000000000000 0.28569200634956359863 -0.02740675583481788635 1.00046277046203613281 -1.16251313686370849609 -0.10175013542175292969 0.29273271560668945312 -1.20214712619781494141 -0.12796255946159362793 -0.00746616534888744354
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=5.84999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 5.84999990463256835938 116.00000000000000000000 0.29905480146408081055 -0.02761977538466453552 1.00046074390411376953 -1.16364324092864990234 -0.10177686810493469238 0.29273483157157897949 -1.20215487480163574219 -0.12795855104923248291 -0.00810649432241916656
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=5.87500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 5.87500000000000000000 116.00000000000000000000 0.31229311227798461914 -0.02782680653035640717 1.00046288967132568359 -1.16685235500335693359 -0.10320761799812316895 0.29273781180381774902 -1.20215380191802978516 -0.12795324623584747314 -0.00875125080347061157
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=5.90000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 5.90000009536743164062 116.00000000000000000000 0.32465675473213195801 -0.02801400609314441681 1.00046467781066894531 -1.17197656631469726562 -0.10596007108688354492 0.29274070262908935547 -1.20216143131256103516 -0.12794893980026245117 -0.00942756049335002899
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=5.92500019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 5.92500019073486328125 116.00000000000000000000 0.33549883961677551270 -0.02817297540605068207 1.00046265125274658203 -1.17873680591583251953 -0.10988688468933105469 0.29274234175682067871 -1.20217311382293701172 -0.12794458866119384766 -0.01013117190450429916
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=5.94999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 5.94999980926513671875 116.00000000000000000000 0.34426039457321166992 -0.02829697541892528534 1.00046157836914062500 -1.18677747249603271484 -0.11478489637374877930 0.29274150729179382324 -1.20217442512512207031 -0.12794007360935211182 -0.01085432246327400208
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=5.97499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 5.97499990463256835938 116.00000000000000000000 0.35051247477531433105 -0.02841679938137531281 1.00046229362487792969 -1.19572353363037109375 -0.12042794376611709595 0.29274201393127441406 -1.20217275619506835938 -0.12793329358100891113 -0.01158762909471988678
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.00000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.00000000000000000000 116.00000000000000000000 0.35391029715538024902 -0.02850125543773174286 1.00046086311340332031 -1.20509552955627441406 -0.12652951478958129883 0.29274013638496398926 -1.20217263698577880859 -0.12792433798313140869 -0.01233610045164823532
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.02500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.02500009536743164062 116.00000000000000000000 0.35426244139671325684 -0.02858077548444271088 1.00046277046203613281 -1.21444845199584960938 -0.13281758129596710205 0.29274311661720275879 -1.20217573642730712891 -0.12791626155376434326 -0.01310806255787611008
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.05000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.05000019073486328125 116.00000000000000000000 0.35150477290153503418 -0.02862214855849742889 1.00046372413635253906 -1.22327876091003417969 -0.13897721469402313232 0.29274207353591918945 -1.20217001438140869141 -0.12790927290916442871 -0.01389054395258426666
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.07499980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.07499980926513671875 116.00000000000000000000 0.34572017192840576172 -0.02863072976469993591 1.00046348571777343750 -1.23114383220672607422 -0.14471693336963653564 0.29273679852485656738 -1.20215845108032226562 -0.12789958715438842773 -0.01467571407556533813
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.09999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.09999990463256835938 116.00000000000000000000 0.33710300922393798828 -0.02862083911895751953 1.00046420097351074219 -1.23765921592712402344 -0.14976532757282257080 0.29273632168769836426 -1.20215260982513427734 -0.12789042294025421143 -0.01549251005053520203
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.12500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.12500000000000000000 116.00000000000000000000 0.32602137327194213867 -0.02857691980898380280 1.00046467781066894531 -1.24245238304138183594 -0.15384751558303833008 0.29273304343223571777 -1.20214414596557617188 -0.12788124382495880127 -0.01630962081253528595
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.15000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.15000009536743164062 116.00000000000000000000 0.31295740604400634766 -0.02850569412112236023 1.00046586990356445312 -1.24526059627532958984 -0.15673901140689849854 0.29272928833961486816 -1.20213353633880615234 -0.12787008285522460938 -0.01712619699537754059
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.17500019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.17500019073486328125 116.00000000000000000000 0.29846847057342529297 -0.02840035408735275269 1.00046312808990478516 -1.24590599536895751953 -0.15826249122619628906 0.29272532463073730469 -1.20211756229400634766 -0.12786203622817993164 -0.01797148399055004120
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.19999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.19999980926513671875 116.00000000000000000000 0.28328695893287658691 -0.02826690115034580231 1.00046324729919433594 -1.24431991577148437500 -0.15828610956668853760 0.29271990060806274414 -1.20209658145904541016 -0.12785279750823974609 -0.01881492510437965393
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.22499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.22499990463256835938 116.00000000000000000000 0.26817724108695983887 -0.02810977213084697723 1.00046467781066894531 -1.24054419994354248047 -0.15675866603851318359 0.29271444678306579590 -1.20207643508911132812 -0.12784104049205780029 -0.01966077648103237152
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.25000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.25000000000000000000 116.00000000000000000000 0.25390005111694335938 -0.02790472470223903656 1.00046133995056152344 -1.23471951484680175781 -0.15369573235511779785 0.29270678758621215820 -1.20205199718475341797 -0.12783202528953552246 -0.02052211761474609375
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.27500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.27500009536743164062 116.00000000000000000000 0.24129071831703186035 -0.02767322957515716553 1.00046169757843017578 -1.22713458538055419922 -0.14921133220195770264 0.29270082712173461914 -1.20202445983886718750 -0.12782171368598937988 -0.02138337306678295135
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.30000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.30000019073486328125 116.00000000000000000000 0.23107625544071197510 -0.02741525508463382721 1.00046098232269287109 -1.21814835071563720703 -0.14350122213363647461 0.29269546270370483398 -1.20199835300445556641 -0.12781022489070892334 -0.02224938385188579559
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.32499980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.32499980926513671875 116.00000000000000000000 0.22386233508586883545 -0.02710550464689731598 1.00046122074127197266 -1.20818328857421875000 -0.13681857287883758545 0.29268455505371093750 -1.20196557044982910156 -0.12780202925205230713 -0.02311298809945583344
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.34999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.34999990463256835938 116.00000000000000000000 0.22014698386192321777 -0.02676771394908428192 1.00046229362487792969 -1.19778597354888916016 -0.12951870262622833252 0.29267665743827819824 -1.20192480087280273438 -0.12779362499713897705 -0.02397808618843555450
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.37500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.37500000000000000000 116.00000000000000000000 0.22020144760608673096 -0.02639807201921939850 1.00046455860137939453 -1.18750107288360595703 -0.12198616564273834229 0.29266849160194396973 -1.20189738273620605469 -0.12778529524803161621 -0.02484626322984695435
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.40000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.40000009536743164062 116.00000000000000000000 0.22409786283969879150 -0.02598317526280879974 1.00046253204345703125 -1.17783081531524658203 -0.11460575461387634277 0.29265549778938293457 -1.20185494422912597656 -0.12777625024318695068 -0.02569848485291004181
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.42500019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.42500019073486328125 116.00000000000000000000 0.23164670169353485107 -0.02554015256464481354 1.00046229362487792969 -1.16935467720031738281 -0.10782112926244735718 0.29265087842941284180 -1.20180892944335937500 -0.12776853144168853760 -0.02657213620841503143
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.44999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.44999980926513671875 116.00000000000000000000 0.24254527688026428223 -0.02505402266979217529 1.00046181678771972656 -1.16244411468505859375 -0.10195180773735046387 0.29263600707054138184 -1.20176458358764648438 -0.12775760889053344727 -0.02739956416189670563
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.47499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.47499990463256835938 116.00000000000000000000 0.25613865256309509277 -0.02452809177339076996 1.00046074390411376953 -1.15753400325775146484 -0.09736710041761398315 0.29262676835060119629 -1.20172142982482910156 -0.12775069475173950195 -0.02824955061078071594
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.50000000000000000000 116.00000000000000000000 0.27178078889846801758 -0.02397026494145393372 1.00046145915985107422 -1.15483605861663818359 -0.09428814798593521118 0.29261419177055358887 -1.20166635513305664062 -0.12774281203746795654 -0.02907113172113895416
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.52500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.52500009536743164062 116.00000000000000000000 0.28860601782798767090 -0.02337117120623588562 1.00046360492706298828 -1.15450501441955566406 -0.09288940578699111938 0.29260340332984924316 -1.20162141323089599609 -0.12773634493350982666 -0.02988643944263458252
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.55000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.55000019073486328125 116.00000000000000000000 0.30573365092277526855 -0.02272613905370235443 1.00046420097351074219 -1.15654003620147705078 -0.09323680400848388672 0.29259014129638671875 -1.20157182216644287109 -0.12773028016090393066 -0.03069156594574451447
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=6.57499980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 6.57499980926513671875 116.00000000000000000000 0.32233005762100219727 -0.02206403389573097229 1.00046312808990478516 -1.16083979606628417969 -0.09531573951244354248 0.29257863759994506836 -1.20150399208068847656 -0.12772013247013092041 -0.03147044032812118530
