# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 0.50000000000000000000 1.15999996662139892578 0.53811800479888916016 -0.00225165765732526779 0.99985003471374511719 -2.21552586555480957031 0.05160224437713623047 0.53806531429290771484 -2.20503997802734375000 0.05065478757023811340 -0.00061939150327816606
8.19999980926513671875 0.10000000149011611938 6.25000000000000000000 41.15999984741210937500 0.58603012561798095703 0.01444586738944053650 1.00045037269592285156 -2.27703022956848144531 -0.19112853705883026123 0.55221480131149291992 -2.26770377159118652344 -0.18460927903652191162 -0.00980985816568136215
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=6.30000019073486328125 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 6.30000019073486328125 41.15999984741210937500 0.57760816812515258789 0.01440679468214511871 1.00045263767242431641 -2.28473591804504394531 -0.19730086624622344971 0.55220532417297363281 -2.26770353317260742188 -0.18461242318153381348 -0.00908326264470815659
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=6.34999990463256835938 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 6.34999990463256835938 41.15999984741210937500 0.56421148777008056641 0.01436234358698129654 1.00045192241668701172 -2.28840351104736328125 -0.20110373198986053467 0.55219948291778564453 -2.26765513420104980469 -0.18461310863494873047 -0.00835911836475133896
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=6.40000009536743164062 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 6.40000009536743164062 41.15999984741210937500 0.54900777339935302734 0.01425427198410034180 1.00045228004455566406 -2.28750348091125488281 -0.20178872346878051758 0.55218982696533203125 -2.26765680313110351562 -0.18461559712886810303 -0.00765151530504226685
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=6.44999980926513671875 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 6.44999980926513671875 41.15999984741210937500 0.53533858060836791992 0.01410138513892889023 1.00045192241668701172 -2.28253531455993652344 -0.19934450089931488037 0.55217754840850830078 -2.26760721206665039062 -0.18461720645427703857 -0.00697687407955527306
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=6.50000000000000000000 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 6.50000000000000000000 41.15999984741210937500 0.52596771717071533203 0.01392120216041803360 1.00045144557952880859 -2.27481508255004882812 -0.19443295896053314209 0.55216515064239501953 -2.26756453514099121094 -0.18461845815181732178 -0.00633736187592148781
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=6.55000019073486328125 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 6.55000019073486328125 41.15999984741210937500 0.52256900072097778320 0.01372769661247730255 1.00045180320739746094 -2.26614451408386230469 -0.18818584084510803223 0.55215388536453247070 -2.26749992370605468750 -0.18462090194225311279 -0.00572579121217131615
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=6.59999990463256835938 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 6.59999990463256835938 41.15999984741210937500 0.52548521757125854492 0.01346962898969650269 1.00044929981231689453 -2.25834441184997558594 -0.18193335831165313721 0.55213952064514160156 -2.26742315292358398438 -0.18462106585502624512 -0.00512478454038500786
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=6.65000009536743164062 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 6.65000009536743164062 41.15999984741210937500 0.53374600410461425781 0.01324800774455070496 1.00045287609100341797 -2.25299286842346191406 -0.17698273062705993652 0.55213117599487304688 -2.26737594604492187500 -0.18461963534355163574 -0.00454734126105904579
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=6.69999980926513671875 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 6.69999980926513671875 41.15999984741210937500 0.54535651206970214844 0.01296492759138345718 1.00045228004455566406 -2.25097370147705078125 -0.17432904243469238281 0.55211067199707031250 -2.26737666130065917969 -0.18462055921554565430 -0.00401281099766492844
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=6.75000000000000000000 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 6.75000000000000000000 41.15999984741210937500 0.55769133567810058594 0.01268491987138986588 1.00045335292816162109 -2.25248122215270996094 -0.17449785768985748291 0.55209314823150634766 -2.26723241806030273438 -0.18462571501731872559 -0.00344341085292398930
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=6.80000019073486328125 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 6.80000019073486328125 41.15999984741210937500 0.56813943386077880859 0.01237273402512073517 1.00045156478881835938 -2.25693798065185546875 -0.17739368975162506104 0.55207526683807373047 -2.26719379425048828125 -0.18462829291820526123 -0.00295087252743542194
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=6.84999990463256835938 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 6.84999990463256835938 41.15999984741210937500 0.57454913854598999023 0.01205585990101099014 1.00045096874237060547 -2.26317453384399414062 -0.18230623006820678711 0.55205595493316650391 -2.26707339286804199219 -0.18463204801082611084 -0.00247210473753511906
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=6.90000009536743164062 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 6.90000009536743164062 41.15999984741210937500 0.57575511932373046875 0.01166215166449546814 1.00045382976531982422 -2.26971316337585449219 -0.18807159364223480225 0.55203413963317871094 -2.26697826385498046875 -0.18463961780071258545 -0.00199215509928762913
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=6.94999980926513671875 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 6.94999980926513671875 41.15999984741210937500 0.57182103395462036133 0.01130720879882574081 1.00045108795166015625 -2.27512526512145996094 -0.19339179992675781250 0.55200952291488647461 -2.26692080497741699219 -0.18464528024196624756 -0.00155304349027574062
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.00000000000000000000 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.00000000000000000000 41.15999984741210937500 0.56396526098251342773 0.01088028121739625931 1.00045490264892578125 -2.27833652496337890625 -0.19710211455821990967 0.55198693275451660156 -2.26680660247802734375 -0.18465186655521392822 -0.00117059284821152687
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.05000019073486328125 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.05000019073486328125 41.15999984741210937500 0.55417019128799438477 0.01047858223319053650 1.00045609474182128906 -2.27882623672485351562 -0.19847747683525085449 0.55196511745452880859 -2.26672506332397460938 -0.18465986847877502441 -0.00077664019772782922
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.09999990463256835938 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.09999990463256835938 41.15999984741210937500 0.54472959041595458984 0.01005214452743530273 1.00045585632324218750 -2.27672243118286132812 -0.19734631478786468506 0.55194222927093505859 -2.26664257049560546875 -0.18466199934482574463 -0.00047167026787064970
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.15000009536743164062 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.15000009536743164062 41.15999984741210937500 0.53760737180709838867 0.00963306333869695663 1.00045323371887207031 -2.27268695831298828125 -0.19409939646720886230 0.55192011594772338867 -2.26655268669128417969 -0.18466505408287048340 -0.00019303322187624872
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.19999980926513671875 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.19999980926513671875 41.15999984741210937500 0.53411048650741577148 0.00921299681067466736 1.00045108795166015625 -2.26774048805236816406 -0.18954481184482574463 0.55190098285675048828 -2.26643872261047363281 -0.18466854095458984375 0.00006159207259770483
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.25000000000000000000 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.25000000000000000000 41.15999984741210937500 0.53466463088989257812 0.00878765061497688293 1.00045025348663330078 -2.26300168037414550781 -0.18471372127532958984 0.55187880992889404297 -2.26632618904113769531 -0.18467088043689727783 0.00028655555797740817
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.30000019073486328125 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.30000019073486328125 41.15999984741210937500 0.53882020711898803711 0.00836128275841474533 1.00044906139373779297 -2.25943756103515625000 -0.18064071238040924072 0.55186152458190917969 -2.26623773574829101562 -0.18467187881469726562 0.00046946099610067904
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.34999990463256835938 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.34999990463256835938 41.15999984741210937500 0.54539459943771362305 0.00797187536954879761 1.00044894218444824219 -2.25767922401428222656 -0.17816545069217681885 0.55184286832809448242 -2.26618671417236328125 -0.18467274308204650879 0.00066658138530328870
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.40000009536743164062 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.40000009536743164062 41.15999984741210937500 0.55279320478439331055 0.00757057871669530869 1.00045204162597656250 -2.25791549682617187500 -0.17775744199752807617 0.55182570219039916992 -2.26609158515930175781 -0.18467304110527038574 0.00076928868656978011
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.44999980926513671875 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.44999980926513671875 41.15999984741210937500 0.55929750204086303711 0.00718692038208246231 1.00045335292816162109 -2.25988507270812988281 -0.17943203449249267578 0.55181056261062622070 -2.26602768898010253906 -0.18467424809932708740 0.00090427423128858209
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.50000000000000000000 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.50000000000000000000 41.15999984741210937500 0.56354010105133056641 0.00681611290201544762 1.00045466423034667969 -2.26296710968017578125 -0.18273216485977172852 0.55179363489151000977 -2.26600790023803710938 -0.18467552959918975830 0.00101363833528012037
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.55000019073486328125 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.55000019073486328125 41.15999984741210937500 0.56476777791976928711 0.00639904197305440903 1.00045335292816162109 -2.26634931564331054688 -0.18683163821697235107 0.55177998542785644531 -2.26591587066650390625 -0.18467937409877777100 0.00110969226807355881
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.59999990463256835938 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.59999990463256835938 41.15999984741210937500 0.56299835443496704102 0.00606426503509283066 1.00045144557952880859 -2.26924252510070800781 -0.19077287614345550537 0.55176228284835815430 -2.26582932472229003906 -0.18468616902828216553 0.00119675765745341778
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.65000009536743164062 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.65000009536743164062 41.15999984741210937500 0.55894833803176879883 0.00567948818206787109 1.00045239925384521484 -2.27104854583740234375 -0.19366239011287689209 0.55174881219863891602 -2.26576566696166992188 -0.18468794226646423340 0.00124954292550683022
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.69999980926513671875 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.69999980926513671875 41.15999984741210937500 0.55378836393356323242 0.00530475936830043793 1.00045108795166015625 -2.27146291732788085938 -0.19492127001285552979 0.55173075199127197266 -2.26574826240539550781 -0.18468689918518066406 0.00122031173668801785
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.75000000000000000000 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.75000000000000000000 41.15999984741210937500 0.54877597093582153320 0.00494728283956646919 1.00045359134674072266 -2.27057290077209472656 -0.19437761604785919189 0.55171805620193481445 -2.26564335823059082031 -0.18469010293483734131 0.00125214876607060432
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.80000019073486328125 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.80000019073486328125 41.15999984741210937500 0.54500699043273925781 0.00461704516783356667 1.00045216083526611328 -2.26871776580810546875 -0.19227184355258941650 0.55170583724975585938 -2.26564216613769531250 -0.18468903005123138428 0.00121756584849208593
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.84999990463256835938 mu=41.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
