# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.52895438671112060547 -0.02472518943250179291 1.00045418739318847656 -2.25400066375732421875 -0.23802317678928375244 0.54214966297149658203 -2.22668290138244628906 -0.24047785997390747070 -0.00042663124622777104
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=4.84999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 4.84999990463256835938 116.00000000000000000000 0.59885466098785400391 0.01354952808469533920 1.00045478343963623047 -2.20876026153564453125 -0.22755120694637298584 0.54323840141296386719 -2.23089361190795898438 -0.24207589030265808105 -0.03127197921276092529
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=4.87500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 4.87500000000000000000 116.00000000000000000000 0.60609108209609985352 0.01410765666514635086 1.00045490264892578125 -2.22100305557250976562 -0.23395541310310363770 0.54319459199905395508 -2.23069691658020019531 -0.24206958711147308350 -0.03092653490602970123
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=4.90000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 4.90000009536743164062 116.00000000000000000000 0.60999661684036254883 0.01465634722262620926 1.00045490264892578125 -2.23356413841247558594 -0.24067114293575286865 0.54314762353897094727 -2.23052668571472167969 -0.24206385016441345215 -0.03053135238587856293
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=4.92500019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 4.92500019073486328125 116.00000000000000000000 0.61036252975463867188 0.01519903726875782013 1.00045418739318847656 -2.24578785896301269531 -0.24738259613513946533 0.54310804605484008789 -2.23036384582519531250 -0.24206060171127319336 -0.03013142943382263184
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=4.94999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 4.94999980926513671875 116.00000000000000000000 0.60714900493621826172 0.01574252545833587646 1.00045454502105712891 -2.25703239440917968750 -0.25374537706375122070 0.54307192564010620117 -2.23020648956298828125 -0.24205574393272399902 -0.02972326241433620453
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=4.97499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 4.97499990463256835938 116.00000000000000000000 0.60053622722625732422 0.01625502668321132660 1.00045502185821533203 -2.26667881011962890625 -0.25941973924636840820 0.54303020238876342773 -2.23004221916198730469 -0.24205256998538970947 -0.02927467972040176392
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.00000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.00000000000000000000 116.00000000000000000000 0.59087854623794555664 0.01676946505904197693 1.00045537948608398438 -2.27425909042358398438 -0.26412120461463928223 0.54299193620681762695 -2.22988557815551757812 -0.24205061793327331543 -0.02881740033626556396
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.02500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.02500009536743164062 116.00000000000000000000 0.57874357700347900391 0.01723967120051383972 1.00045490264892578125 -2.27938222885131835938 -0.26759117841720581055 0.54295778274536132812 -2.22973132133483886719 -0.24204602837562561035 -0.02833851613104343414
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.05000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.05000019073486328125 116.00000000000000000000 0.56476014852523803711 0.01775748282670974731 1.00045609474182128906 -2.28182864189147949219 -0.26966598629951477051 0.54292488098144531250 -2.22963333129882812500 -0.24204334616661071777 -0.02784222923219203949
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.07499980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.07499980926513671875 116.00000000000000000000 0.54980099201202392578 0.01819293200969696045 1.00045526027679443359 -2.28149414062500000000 -0.27023041248321533203 0.54289406538009643555 -2.22942686080932617188 -0.24204139411449432373 -0.02734806016087532043
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.09999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.09999990463256835938 116.00000000000000000000 0.53459614515304565430 0.01866927556693553925 1.00045633316040039062 -2.27845025062561035156 -0.26927068829536437988 0.54286199808120727539 -2.22932243347167968750 -0.24204191565513610840 -0.02681144326925277710
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.12500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.12500000000000000000 116.00000000000000000000 0.52002930641174316406 0.01910472288727760315 1.00045573711395263672 -2.27290391921997070312 -0.26685103774070739746 0.54283142089843750000 -2.22921228408813476562 -0.24204115569591522217 -0.02627283893525600433
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.15000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.15000009536743164062 116.00000000000000000000 0.50686264038085937500 0.01951698213815689087 1.00045573711395263672 -2.26522588729858398438 -0.26311609148979187012 0.54280126094818115234 -2.22911858558654785156 -0.24203842878341674805 -0.02574389614164829254
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.17500019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.17500019073486328125 116.00000000000000000000 0.49574089050292968750 0.01992785371840000153 1.00045573711395263672 -2.25582957267761230469 -0.25826570391654968262 0.54277127981185913086 -2.22898221015930175781 -0.24203529953956604004 -0.02518531121313571930
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.19999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.19999980926513671875 116.00000000000000000000 0.48722776770591735840 0.02032167091965675354 1.00045573711395263672 -2.24524235725402832031 -0.25255918502807617188 0.54274386167526245117 -2.22890233993530273438 -0.24203270673751831055 -0.02459621988236904144
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.22499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.22499990463256835938 116.00000000000000000000 0.48175883293151855469 0.02070133388042449951 1.00045609474182128906 -2.23407316207885742188 -0.24631069600582122803 0.54271966218948364258 -2.22877049446105957031 -0.24202807247638702393 -0.02401593886315822601
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.25000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.25000000000000000000 116.00000000000000000000 0.47955930233001708984 0.02105838619172573090 1.00045704841613769531 -2.22287487983703613281 -0.23982788622379302979 0.54269796609878540039 -2.22869491577148437500 -0.24202392995357513428 -0.02340691909193992615
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.27500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.27500009536743164062 116.00000000000000000000 0.48070457577705383301 0.02137950807809829712 1.00045537948608398438 -2.21223878860473632812 -0.23343722522258758545 0.54266750812530517578 -2.22860956192016601562 -0.24202005565166473389 -0.02277626469731330872
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.30000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.30000019073486328125 116.00000000000000000000 0.48506110906600952148 0.02173094637691974640 1.00045585632324218750 -2.20273542404174804688 -0.22748205065727233887 0.54265511035919189453 -2.22849678993225097656 -0.24201641976833343506 -0.02217031642794609070
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.32499980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.32499980926513671875 116.00000000000000000000 0.49236088991165161133 0.02201185002923011780 1.00045526027679443359 -2.19476962089538574219 -0.22221077978610992432 0.54263347387313842773 -2.22843050956726074219 -0.24201261997222900391 -0.02152881957590579987
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.34999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.34999990463256835938 116.00000000000000000000 0.50213688611984252930 0.02229452133178710938 1.00045394897460937500 -2.18876099586486816406 -0.21790534257888793945 0.54261428117752075195 -2.22834062576293945312 -0.24200792610645294189 -0.02088299021124839783
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.37500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.37500000000000000000 116.00000000000000000000 0.51381784677505493164 0.02257687225937843323 1.00045490264892578125 -2.18494510650634765625 -0.21477063000202178955 0.54260116815567016602 -2.22825765609741210938 -0.24200524389743804932 -0.02022460103034973145
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.40000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.40000009536743164062 116.00000000000000000000 0.52678167819976806641 0.02281686849892139435 1.00045537948608398438 -2.18343520164489746094 -0.21295025944709777832 0.54258579015731811523 -2.22819662094116210938 -0.24199986457824707031 -0.01956169493496417999
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.42500019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.42500019073486328125 116.00000000000000000000 0.54033070802688598633 0.02302251197397708893 1.00045573711395263672 -2.18426585197448730469 -0.21253131330013275146 0.54257291555404663086 -2.22814726829528808594 -0.24199624359607696533 -0.01891017146408557892
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.44999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.44999980926513671875 116.00000000000000000000 0.55372172594070434570 0.02322889491915702820 1.00045514106750488281 -2.18732786178588867188 -0.21352978050708770752 0.54256486892700195312 -2.22812390327453613281 -0.24199274182319641113 -0.01823960244655609131
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.47499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.47499990463256835938 116.00000000000000000000 0.56626957654953002930 0.02342074364423751831 1.00045549869537353516 -2.19238185882568359375 -0.21587568521499633789 0.54255372285842895508 -2.22806596755981445312 -0.24199125170707702637 -0.01754049770534038544
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.50000000000000000000 116.00000000000000000000 0.57736641168594360352 0.02358421310782432556 1.00045514106750488281 -2.19911599159240722656 -0.21944512426853179932 0.54254734516143798828 -2.22803497314453125000 -0.24199011921882629395 -0.01685856841504573822
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.52500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.52500009536743164062 116.00000000000000000000 0.58644068241119384766 0.02372101694345474243 1.00045490264892578125 -2.20712900161743164062 -0.22402706742286682129 0.54253941774368286133 -2.22801470756530761719 -0.24199017882347106934 -0.01614682003855705261
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.55000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.55000019073486328125 116.00000000000000000000 0.59308409690856933594 0.02383948490023612976 1.00045609474182128906 -2.21599435806274414062 -0.22938330471515655518 0.54253762960433959961 -2.22799730300903320312 -0.24198530614376068115 -0.01545800082385540009
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.57499980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.57499980926513671875 116.00000000000000000000 0.59698808193206787109 0.02392162196338176727 1.00045657157897949219 -2.22518610954284667969 -0.23520940542221069336 0.54253274202346801758 -2.22794699668884277344 -0.24198390543460845947 -0.01474591810256242752
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.59999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 5.59999990463256835938 116.00000000000000000000 0.59801888465881347656 0.02399915270507335663 1.00045549869537353516 -2.23425745964050292969 -0.24120768904685974121 0.54252982139587402344 -2.22793102264404296875 -0.24198128283023834229 -0.01405401900410652161
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=5.62500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
