# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.01384041737765073776 0.01071299798786640167 1.00003099441528320312 -0.01163213141262531281 0.94546496868133544922 -0.00000533245065525989 0.00001788181543815881 0.94545215368270874023 -0.00405163457617163658
0.00000000000000000000 0.10000000149011611938 6.30000019073486328125 4.00000000000000000000 0.01516645494848489761 0.00461913784965872765 1.00001502037048339844 0.01540986169129610062 0.81994301080703735352 0.00000019447062982181 -0.00002846624556696042 0.81989055871963500977 0.01843122951686382294
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=6.40000009536743164062 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 6.40000009536743164062 4.00000000000000000000 0.03667888045310974121 0.00441325316205620766 1.00001418590545654297 0.00019427125516813248 0.81982743740081787109 -0.00001391802197758807 -0.00003058012589463033 0.81989479064941406250 0.01805334538221359253
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=6.50000000000000000000 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 6.50000000000000000000 4.00000000000000000000 0.02468432858586311340 0.00423737848177552223 1.00002098083496093750 -0.01416086684912443161 0.81990063190460205078 -0.00000783504674473079 -0.00002731664972088765 0.81989890336990356445 0.01770871132612228394
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=6.59999990463256835938 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 6.59999990463256835938 4.00000000000000000000 -0.00900679267942905426 0.00406648544594645500 1.00002074241638183594 -0.01513586007058620453 0.81996709108352661133 -0.00000607037964073243 -0.00003707974974531680 0.81990653276443481445 0.01737739890813827515
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=6.69999980926513671875 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 6.69999980926513671875 4.00000000000000000000 -0.03316488862037658691 0.00389577844180166721 1.00001454353332519531 -0.00286263972520828247 0.81985962390899658203 0.00001129797237808816 -0.00002893926466640551 0.81991100311279296875 0.01704207807779312134
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=6.80000019073486328125 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 6.80000019073486328125 4.00000000000000000000 -0.02680917270481586456 0.00374959944747388363 1.00002026557922363281 0.01123814191669225693 0.81989604234695434570 -0.00001428077484888490 -0.00002465088618919253 0.81991255283355712891 0.01675385050475597382
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=6.90000009536743164062 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 6.90000009536743164062 4.00000000000000000000 0.00321683590300381184 0.00361491274088621140 1.00001978874206542969 0.01443588919937610626 0.81997805833816528320 -0.00000371492251360905 -0.00003243934770580381 0.81991779804229736328 0.01644595898687839508
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.00000000000000000000 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.00000000000000000000 4.00000000000000000000 0.02935073152184486389 0.00348117086105048656 1.00001370906829833984 0.00471382914111018181 0.81989037990570068359 -0.00000961185196501901 -0.00002997076808242127 0.81992226839065551758 0.01615393348038196564
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.09999990463256835938 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.09999990463256835938 4.00000000000000000000 0.02816723659634590149 0.00335993524640798569 1.00001442432403564453 -0.00861365813761949539 0.81989020109176635742 0.00001167699520010501 -0.00003330302570248023 0.81992352008819580078 0.01589716039597988129
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.19999980926513671875 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.19999980926513671875 4.00000000000000000000 0.00184941245242953300 0.00324982660822570324 1.00002145767211914062 -0.01348078344017267227 0.81998026371002197266 -0.00000149763377521595 -0.00002540295281505678 0.81992739439010620117 0.01562029961496591568
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.30000019073486328125 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.30000019073486328125 4.00000000000000000000 -0.02530966140329837799 0.00313348136842250824 1.00002086162567138672 -0.00625561038032174110 0.81992161273956298828 0.00000926456323213642 -0.00002812471029756125 0.81993120908737182617 0.01535924058407545090
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.40000009536743164062 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.40000009536743164062 4.00000000000000000000 -0.02879359200596809387 0.00303732627071440220 1.00001358985900878906 0.00607664464041590691 0.81989264488220214844 -0.00001128433905250859 -0.00002868148840207141 0.81993252038955688477 0.01513131521642208099
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.50000000000000000000 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.50000000000000000000 4.00000000000000000000 -0.00613136962056159973 0.00293736346065998077 1.00001847743988037109 0.01230763737112283707 0.81998014450073242188 -0.00000733341266823118 -0.00002149747888324782 0.81993526220321655273 0.01488894410431385040
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.59999990463256835938 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.59999990463256835938 4.00000000000000000000 0.02114360593259334564 0.00284008169546723366 1.00002062320709228516 0.00728833489120006561 0.81994479894638061523 -0.00001363871797366301 -0.00003269482840551063 0.81993979215621948242 0.01465484779328107834
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.69999980926513671875 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.69999980926513671875 4.00000000000000000000 0.02872273884713649750 0.00275954045355319977 1.00001943111419677734 -0.00397168658673763275 0.81990307569503784180 0.00000882659514900297 -0.00003039814691874199 0.81994134187698364258 0.01445425488054752350
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.80000019073486328125 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.80000019073486328125 4.00000000000000000000 0.01021415460854768753 0.00267662503756582737 1.00001466274261474609 -0.01108086109161376953 0.81997090578079223633 -0.00000460032060800586 -0.00002594638499431312 0.81994324922561645508 0.01423071697354316711
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.90000009536743164062 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.90000009536743164062 4.00000000000000000000 -0.01700399816036224365 0.00259168259799480438 1.00001394748687744141 -0.00801555905491113663 0.81995970010757446289 -0.00000081140643715116 -0.00002922033854702022 0.81994748115539550781 0.01402816548943519592
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.00000000000000000000 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.00000000000000000000 4.00000000000000000000 -0.02807171270251274109 0.00251235160976648331 1.00001478195190429688 0.00195457064546644688 0.81990617513656616211 0.00000186621514330909 -0.00003034945802937727 0.81995010375976562500 0.01382853090763092041
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.10000038146972656250 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.10000038146972656250 4.00000000000000000000 -0.01360105630010366440 0.00244062417186796665 1.00001275539398193359 0.00961642991751432419 0.81996715068817138672 0.00000527869315192220 -0.00003537885640980676 0.81995087862014770508 0.01363636739552021027
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.19999980926513671875 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.19999980926513671875 4.00000000000000000000 0.01281105540692806244 0.00236127432435750961 1.00002145767211914062 0.00833992380648851395 0.81997954845428466797 -0.00000114021941044484 -0.00002972482434415724 0.81995415687561035156 0.01345530524849891663
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.30000019073486328125 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.30000019073486328125 4.00000000000000000000 0.02685233205556869507 0.00229004421271383762 1.00001406669616699219 -0.00040440305019728839 0.81991702318191528320 0.00000744082262826851 -0.00003018459392478690 0.81995701789855957031 0.01328426413238048553
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.39999961853027343750 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.39999961853027343750 4.00000000000000000000 0.01624657586216926575 0.00221225968562066555 1.00002086162567138672 -0.00830355938524007797 0.81996673345565795898 0.00000331935439135123 -0.00003270751403761096 0.81995761394500732422 0.01310283597558736801
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.50000000000000000000 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.50000000000000000000 4.00000000000000000000 -0.00868335645645856857 0.00214900565333664417 1.00001478195190429688 -0.00851746276021003723 0.81998753547668457031 -0.00000402422074330389 -0.00003011077023984399 0.81995999813079833984 0.01292609609663486481
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.60000038146972656250 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.60000038146972656250 4.00000000000000000000 -0.02512366883456707001 0.00207712315022945404 1.00001990795135498047 -0.00114761909935623407 0.81993579864501953125 0.00000858924795466010 -0.00002847508039849345 0.81996273994445800781 0.01274746190756559372
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.69999980926513671875 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.69999980926513671875 4.00000000000000000000 -0.01848470978438854218 0.00201582559384405613 1.00001966953277587891 0.00687072193250060081 0.81996375322341918945 -0.00000350714412888919 -0.00002860567292373162 0.81996363401412963867 0.01259398832917213440
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.80000019073486328125 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.80000019073486328125 4.00000000000000000000 0.00472281547263264656 0.00195705029182136059 1.00002038478851318359 0.00834094453603029251 0.81999695301055908203 0.00000085889473666612 -0.00002658843732206151 0.81996369361877441406 0.01243061479181051254
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.89999961853027343750 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.89999961853027343750 4.00000000000000000000 0.02302688919007778168 0.00190067163202911615 1.00001895427703857422 0.00228989613242447376 0.81994730234146118164 0.00000857182021718472 -0.00002939775731647387 0.81996774673461914062 0.01228047441691160202
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.00000000000000000000 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 9.00000000000000000000 4.00000000000000000000 0.02007666788995265961 0.00183684448711574078 1.00002062320709228516 -0.00551480893045663834 0.81995874643325805664 0.00000196452333511843 -0.00003149663825752214 0.81996929645538330078 0.01211994979530572891
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.10000038146972656250 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 9.10000038146972656250 4.00000000000000000000 -0.00084701413288712502 0.00178439018782228231 1.00002098083496093750 -0.00805830489844083786 0.82000213861465454102 -0.00000277099275081127 -0.00002782702904369216 0.81996995210647583008 0.01196383032947778702
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.19999980926513671875 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 9.19999980926513671875 4.00000000000000000000 -0.02057014964520931244 0.00173889147117733955 1.00001513957977294922 -0.00332932360470294952 0.81995677947998046875 -0.00001287582108489005 -0.00003095148713327944 0.81997215747833251953 0.01182216964662075043
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.30000019073486328125 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 9.30000019073486328125 4.00000000000000000000 -0.02116216719150543213 0.00168691482394933701 1.00001490116119384766 0.00410324241966009140 0.81995314359664916992 0.00000781550897954730 -0.00003117596497759223 0.81997442245483398438 0.01165835745632648468
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.39999961853027343750 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 9.39999961853027343750 4.00000000000000000000 -0.00264388578943908215 0.00163752387743443251 1.00001883506774902344 0.00757139455527067184 0.82000225782394409180 -0.00000142277133363677 -0.00003082995317527093 0.81997442245483398438 0.01152528915554285049
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.50000000000000000000 mu=4.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
